i_idProducto	s_codigoBarra	dc_pvpSugerido	dt_fechaPVPS
7397	7800060402904	34890.0000	2024-02-13 00:00:00
7399	7800060411067	20890.0000	2024-02-13 00:00:00
7400	7800060411142	10490.0000	2024-02-13 00:00:00
7405	7800060008762	15090.0000	2024-02-13 00:00:00
7411	7800060009912	15890.0000	2024-02-13 00:00:00
7413	7800060009363	11390.0000	2024-02-13 00:00:00
7417	7800060009318	17190.0000	2024-02-13 00:00:00
7418	7800060114449	13790.0000	2024-02-13 00:00:00
7419	7800060113046	7690.0000	2024-02-13 00:00:00
7422	7800060009301	11890.0000	2024-02-13 00:00:00
7424	7800060036703	24790.0000	2024-02-13 00:00:00
7426	7800060113121	36090.0000	2024-02-13 00:00:00
7428	7800060111851	13990.0000	2024-02-13 00:00:00
7437	7800060410688	18190.0000	2024-02-13 00:00:00
7441	7800060009684	6190.0000	2024-02-13 00:00:00
7442	7800060009738	8290.0000	2024-02-13 00:00:00
7445	7800060003408	11790.0000	2024-02-13 00:00:00
7446	7800060034174	14090.0000	2024-02-13 00:00:00
7448	7800060035140	6040.0000	2024-02-13 00:00:00
7449	7800060003217	10590.0000	2024-02-13 00:00:00
7450	7800060003224	15490.0000	2024-02-13 00:00:00
7454	7800060003309	13090.0000	2024-02-13 00:00:00
7455	7800060003323	18390.0000	2024-02-13 00:00:00
7456	7800060003330	11390.0000	2024-02-13 00:00:00
7457	7800060003316	13090.0000	2024-02-13 00:00:00
7459	7800060003606	11390.0000	2024-02-13 00:00:00
7460	7800060003156	16290.0000	2024-02-13 00:00:00
7461	7800060003149	15790.0000	2024-02-13 00:00:00
7462	7800060003132	16590.0000	2024-02-13 00:00:00
7463	7800060033528	32590.0000	2024-02-13 00:00:00
7464	7800060032637	24990.0000	2024-02-13 00:00:00
7469	7800060011656	13990.0000	2024-02-13 00:00:00
7473	7800060011854	11590.0000	2024-02-13 00:00:00
7481	7800060113985	17290.0000	2024-02-13 00:00:00
7482	7800060013650	31890.0000	2024-02-13 00:00:00
7489	7800060413511	36290.0000	2024-02-13 00:00:00
7494	7800060003248	19790.0000	2024-02-13 00:00:00
7496	7800060015104	8190.0000	2024-02-13 00:00:00
7497	7800060015302	20890.0000	2024-02-13 00:00:00
7500	7800060015432	14090.0000	2024-02-13 00:00:00
7506	7800060407466	15990.0000	2024-02-13 00:00:00
7507	7800060410091	25290.0000	2024-02-13 00:00:00
7508	7800060407954	15090.0000	2024-02-13 00:00:00
7509	7800060409248	25090.0000	2024-02-13 00:00:00
7511	7800060110496	8290.0000	2024-02-13 00:00:00
7512	7800060015678	16390.0000	2024-02-13 00:00:00
7513	7800060015685	16090.0000	2024-02-13 00:00:00
7514	7800060015661	6690.0000	2024-02-13 00:00:00
7516	7800060409408	26090.0000	2024-02-13 00:00:00
7517	7800060019652	27190.0000	2024-02-13 00:00:00
7520	7800060409835	21390.0000	2024-02-13 00:00:00
7528	7896116863232	29290.0000	2024-02-13 00:00:00
7533	7501303443301	13390.0000	2024-02-13 00:00:00
7534	7800024012361	21190.0000	2024-02-13 00:00:00
7558	7800019010839	22390.0000	2024-02-13 00:00:00
7581	7800019010198	30190.0000	2024-02-13 00:00:00
7582	7800019012017	15690.0000	2024-02-13 00:00:00
7630	5000158069060	7290.0000	2024-02-13 00:00:00
7631	5000158066762	13690.0000	2024-02-13 00:00:00
7704	7800020038617	7590.0000	2024-02-13 00:00:00
7705	7800020030918	16790.0000	2024-02-13 00:00:00
7751	7800020162718	7750.0000	2024-02-13 00:00:00
7753	7800020021015	17360.0000	2024-02-13 00:00:00
7768	7800020031915	21190.0000	2024-02-13 00:00:00
7769	7800020032110	25690.0000	2024-02-13 00:00:00
7781	7800063111117	4890.0000	2024-02-13 00:00:00
7784	7809591415124	22690.0000	2024-02-13 00:00:00
7811	7800020017810	27490.0000	2024-02-13 00:00:00
7816	7800020063046	3390.0000	2024-02-13 00:00:00
7826	4987188509067	4390.0000	2024-02-13 00:00:00
7827	7800020080715	4290.0000	2024-02-13 00:00:00
8150	7501406803002	28590.0000	2024-02-13 00:00:00
8195	7804900806136	61590.0000	2024-02-13 00:00:00
8212	7794640170881	390.0000	2024-02-13 00:00:00
8224	7502253072795	6190.0000	2024-02-13 00:00:00
8230	7804900167749	4940.0000	2024-02-13 00:00:00
8274	7800070001845	21790.0000	2024-02-13 00:00:00
8278	7800070000046	21190.0000	2024-02-13 00:00:00
8284	7800070004341	28040.0000	2024-02-13 00:00:00
8285	7800070004556	40390.0000	2024-02-13 00:00:00
8287	7800070004235	18490.0000	2024-02-13 00:00:00
8289	7800070000077	18990.0000	2024-02-13 00:00:00
8290	7800070000084	14090.0000	2024-02-13 00:00:00
8292	7800070000114	30890.0000	2024-02-13 00:00:00
8293	7800070000107	16290.0000	2024-02-13 00:00:00
8297	7800070000718	16090.0000	2024-02-13 00:00:00
8301	7800070000138	29990.0000	2024-02-13 00:00:00
8302	7800070000121	26990.0000	2024-02-13 00:00:00
8308	7800070000206	17190.0000	2024-02-13 00:00:00
8309	7800070000145	15840.0000	2024-02-13 00:00:00
8310	7800070000152	26580.0000	2024-02-13 00:00:00
8316	7800070000039	12380.0000	2024-02-13 00:00:00
8318	7800070000169	16590.0000	2024-02-13 00:00:00
8320	7800070001425	17690.0000	2024-02-13 00:00:00
8324	7800070001586	35750.0000	2024-02-13 00:00:00
8325	7800070000244	31890.0000	2024-02-13 00:00:00
8326	7800070001302	40990.0000	2024-02-13 00:00:00
8331	7800070004112	25790.0000	2024-02-13 00:00:00
8344	7800070001999	28490.0000	2024-02-13 00:00:00
8351	7800070000749	8390.0000	2024-02-13 00:00:00
8399	7800001004464	31890.0000	2024-02-13 00:00:00
8399	7800001004525	31890.0000	2024-02-13 00:00:00
8402	7800001004068	38790.0000	2024-02-13 00:00:00
8406	7800025017211	66740.0000	2024-02-13 00:00:00
8427	3000941450770	17590.0000	2024-02-13 00:00:00
8439	7800044000102	1790.0000	2024-02-13 00:00:00
8442	7800044000492	8090.0000	2024-02-13 00:00:00
8443	7800044001840	8890.0000	2024-02-13 00:00:00
8594	7800058205005	65190.0000	2024-02-13 00:00:00
8602	7800058580225	26990.0000	2024-02-13 00:00:00
8633	7800033080870	70140.0000	2024-02-13 00:00:00
8635	7800033080986	61490.0000	2024-02-13 00:00:00
8652	7800033030202	26690.0000	2024-02-13 00:00:00
8677	7800063750033	9240.0000	2024-02-13 00:00:00
8678	7800063330358	9840.0000	2024-02-13 00:00:00
8690	7800063310251	4140.0000	2024-02-13 00:00:00
8691	7800063310534	4540.0000	2024-02-13 00:00:00
8692	7800063310572	8090.0000	2024-02-13 00:00:00
8693	7800063360072	3240.0000	2024-02-13 00:00:00
8694	7800063360065	9290.0000	2024-02-13 00:00:00
8697	7800063260013	3790.0000	2024-02-13 00:00:00
8705	7800063311272	1390.0000	2024-02-13 00:00:00
8708	7800063000787	6040.0000	2024-02-13 00:00:00
8717	7800063330198	4090.0000	2024-02-13 00:00:00
8718	7800063330181	3890.0000	2024-02-13 00:00:00
8722	7800063315669	5340.0000	2024-02-13 00:00:00
8736	7800063310145	4690.0000	2024-02-13 00:00:00
8738	7800063330129	5990.0000	2024-02-13 00:00:00
8740	7800063320052	3990.0000	2024-02-13 00:00:00
8746	7800063310084	1290.0000	2024-02-13 00:00:00
8750	7800063330075	5440.0000	2024-02-13 00:00:00
8751	7800063310152	1740.0000	2024-02-13 00:00:00
8753	7800063310640	3640.0000	2024-02-13 00:00:00
8920	7800044000430	2240.0000	2024-02-13 00:00:00
9003	7800044000096	1990.0000	2024-02-13 00:00:00
9019	7800044000393	675.0000	2024-02-13 00:00:00
9067	7800070004372	10490.0000	2024-02-13 00:00:00
9087	7803510773234	6490.0000	2024-02-13 00:00:00
9089	7803510773319	3090.0000	2024-02-13 00:00:00
9092	7803510441010	7990.0000	2024-02-13 00:00:00
9093	7803510300201	8190.0000	2024-02-13 00:00:00
9100	7803510773364	14070.0000	2024-02-13 00:00:00
9541	7800063111032	5090.0000	2024-02-13 00:00:00
9547	7800046003217	1990.0000	2024-02-13 00:00:00
9554	7800034510789	1490.0000	2024-02-13 00:00:00
9556	7800063110707	3890.0000	2024-02-13 00:00:00
9567	7800063120041	1890.0000	2024-02-13 00:00:00
9570	7800063110288	1890.0000	2024-02-13 00:00:00
9571	7800021101761	5540.0000	2024-02-13 00:00:00
9580	7800007788085	2590.0000	2024-02-13 00:00:00
9581	7800044000126	2390.0000	2024-02-13 00:00:00
9602	7800068030611	2690.0000	2024-02-13 00:00:00
9605	7800063120195	1690.0000	2024-02-13 00:00:00
9607	7800034507574	4190.0000	2024-02-13 00:00:00
9619	7800007129475	1390.0000	2024-02-13 00:00:00
9621	7800063110806	1740.0000	2024-02-13 00:00:00
9623	7800063110820	2490.0000	2024-02-13 00:00:00
9625	7800063110615	3690.0000	2024-02-13 00:00:00
9628	7800007119407	1040.0000	2024-02-13 00:00:00
9630	7800007119674	2190.0000	2024-02-13 00:00:00
9633	7800063110981	1690.0000	2024-02-13 00:00:00
9634	7800063120201	2790.0000	2024-02-13 00:00:00
9641	7800007120410	1240.0000	2024-02-13 00:00:00
9644	7800007120762	3390.0000	2024-02-13 00:00:00
9653	7800057000991	5190.0000	2024-02-13 00:00:00
9655	7800086707106	2740.0000	2024-02-13 00:00:00
9671	7800068013409	4940.0000	2024-02-13 00:00:00
9672	7800007122384	3990.0000	2024-02-13 00:00:00
9673	7800007153937	1490.0000	2024-02-13 00:00:00
9681	7800007639325	2150.0000	2024-02-13 00:00:00
9686	7800063110387	2190.0000	2024-02-13 00:00:00
9687	7800063130033	2790.0000	2024-02-13 00:00:00
9693	7800007142658	1440.0000	2024-02-13 00:00:00
9700	7800007176554	7540.0000	2024-02-13 00:00:00
9701	7800007124753	840.0000	2024-02-13 00:00:00
9708	7800063680064	2990.0000	2024-02-13 00:00:00
9717	7800063120027	1990.0000	2024-02-13 00:00:00
9721	7800063001432	4240.0000	2024-02-13 00:00:00
10038	7800060004269	19390.0000	2024-02-13 00:00:00
10039	7800060004276	20990.0000	2024-02-13 00:00:00
10042	7800063001203	1540.0000	2024-02-13 00:00:00
10043	7800070000022	20890.0000	2024-02-13 00:00:00
10047	7800007117977	1190.0000	2024-02-13 00:00:00
10047	7800063115139	1190.0000	2024-02-13 00:00:00
10055	7800007103086	25190.0000	2024-02-13 00:00:00
10057	7800028002887	13890.0000	2024-02-13 00:00:00
10059	7896226506050	4005.0000	2024-02-13 00:00:00
10060	7896226506043	8580.0000	2024-02-13 00:00:00
10072	7800026026588	8290.0000	2024-02-13 00:00:00
10073	7800026026632	16590.0000	2024-02-13 00:00:00
10138	3031500311546	19490.0000	2024-02-13 00:00:00
10241	7804925856031	4990.0000	2024-02-13 00:00:00
10273	7613031769582	16790.0000	2024-02-13 00:00:00
10274	7800018128979	27650.0000	2024-02-13 00:00:00
10281	7805112000534	17390.0000	2024-02-13 00:00:00
10287	7800068030628	4590.0000	2024-02-13 00:00:00
10331	7613031768592	18690.0000	2024-02-13 00:00:00
10340	7800018129006	34590.0000	2024-02-13 00:00:00
10344	7800063330396	4390.0000	2024-02-13 00:00:00
10345	7800063330341	12590.0000	2024-02-13 00:00:00
10380	7795368002041	21990.0000	2024-02-13 00:00:00
10394	7703331168502	30190.0000	2024-02-13 00:00:00
10444	7800063001081	2840.0000	2024-02-13 00:00:00
10469	7800034520283	990.0000	2024-02-13 00:00:00
10491	7800007118271	2890.0000	2024-02-13 00:00:00
10505	7800060036628	16990.0000	2024-02-13 00:00:00
10506	7800007155634	5440.0000	2024-02-13 00:00:00
10510	7800063130163	4740.0000	2024-02-13 00:00:00
10516	7800007142306	2490.0000	2024-02-13 00:00:00
10519	7800007123008	9190.0000	2024-02-13 00:00:00
10520	7317962960222	43540.0000	2024-02-13 00:00:00
10526	7800007142573	3890.0000	2024-02-13 00:00:00
10546	7800007138545	7290.0000	2024-02-13 00:00:00
10547	7800007154071	6490.0000	2024-02-13 00:00:00
10549	7800063001487	1140.0000	2024-02-13 00:00:00
10560	7800060116306	28990.0000	2024-02-13 00:00:00
10582	7800068013195	3140.0000	2024-02-13 00:00:00
10603	7800032003696	51890.0000	2024-02-13 00:00:00
10604	7793640679844	26090.0000	2024-02-13 00:00:00
10609	7800068010606	14790.0000	2024-02-13 00:00:00
10623	7800007154231	4490.0000	2024-02-13 00:00:00
10679	7804918403570	10290.0000	2024-02-13 00:00:00
10700	7800059002931	21890.0000	2024-02-13 00:00:00
10715	7800018125114	48290.0000	2024-02-13 00:00:00
10718	7804918402054	3890.0000	2024-02-13 00:00:00
10725	7800063000824	5740.0000	2024-02-13 00:00:00
10750	7800018128221	5990.0000	2024-02-13 00:00:00
10794	7800055000115	30490.0000	2024-02-13 00:00:00
10800	7613032269586	5190.0000	2024-02-13 00:00:00
10840	7800018125213	7590.0000	2024-02-13 00:00:00
10859	7800018030586	2490.0000	2024-02-13 00:00:00
10889	7804907032750	23890.0000	2024-02-13 00:00:00
10968	3596540060163	22690.0000	2024-02-13 00:00:00
11005	7800007629449	28390.0000	2024-02-13 00:00:00
11036	7804907000056	55890.0000	2024-02-13 00:00:00
11076	7800018128207	5990.0000	2024-02-13 00:00:00
11079	7800007142498	10390.0000	2024-02-13 00:00:00
11150	7800050000851	6290.0000	2024-02-13 00:00:00
11239	7793640216094	4060.0000	2024-02-13 00:00:00
11261	7803510002907	9990.0000	2024-02-13 00:00:00
11303	7800007484024	9940.0000	2024-02-13 00:00:00
11458	7800060412385	28490.0000	2024-02-13 00:00:00
11475	7800004507887	9390.0000	2024-02-13 00:00:00
11489	7803504000544	8090.0000	2024-02-13 00:00:00
11506	7805112000206	8790.0000	2024-02-13 00:00:00
11533	7800007679703	1940.0000	2024-02-13 00:00:00
11540	7730698002293	5490.0000	2024-02-13 00:00:00
11541	7800007615817	1690.0000	2024-02-13 00:00:00
11555	7800063210322	2190.0000	2024-02-13 00:00:00
11638	7795304085695	36190.0000	2024-02-13 00:00:00
11643	7800041043898	5590.0000	2024-02-13 00:00:00
11701	7809591400113	10590.0000	2024-02-13 00:00:00
11710	7800060118355	33790.0000	2024-02-13 00:00:00
11926	7795345011455	16090.0000	2024-02-13 00:00:00
11927	7800007674906	11590.0000	2024-02-13 00:00:00
11946	7702035456632	9290.0000	2024-02-13 00:00:00
11957	7800068014048	1040.0000	2024-02-13 00:00:00
11960	7800029001551	29990.0000	2024-02-13 00:00:00
12009	7800055000481	47790.0000	2024-02-13 00:00:00
12016	7804907028609	15690.0000	2024-02-13 00:00:00
12019	4027269969899	12690.0000	2024-02-13 00:00:00
12037	7800007153425	5990.0000	2024-02-13 00:00:00
12098	7800060039056	22390.0000	2024-02-13 00:00:00
12177	7795990001375	34290.0000	2024-02-13 00:00:00
12202	7800060116061	13290.0000	2024-02-13 00:00:00
12207	7891000023570	8990.0000	2024-02-13 00:00:00
12271	7800063311104	3990.0000	2024-02-13 00:00:00
12277	7800028000081	17290.0000	2024-02-13 00:00:00
12300	7800030075527	56990.0000	2024-02-13 00:00:00
12311	7730698014869	5990.0000	2024-02-13 00:00:00
12336	7800028000111	9090.0000	2024-02-13 00:00:00
12341	7702035435989	5390.0000	2024-02-13 00:00:00
12342	7804623852694	7790.0000	2024-02-13 00:00:00
12371	7702035468451	8090.0000	2024-02-13 00:00:00
12423	7800018125244	46640.0000	2024-02-13 00:00:00
12429	7800007122629	7340.0000	2024-02-13 00:00:00
12430	7800001001852	49990.0000	2024-02-13 00:00:00
12464	7800026026649	12790.0000	2024-02-13 00:00:00
12513	7800001004839	20060.0000	2024-02-13 00:00:00
12514	7800007802095	7190.0000	2024-02-13 00:00:00
12518	7800026050019	19490.0000	2024-02-13 00:00:00
12519	7800007619990	43390.0000	2024-02-13 00:00:00
12533	7800028000531	24790.0000	2024-02-13 00:00:00
12535	7800007713667	15590.0000	2024-02-13 00:00:00
12556	7800007657657	16690.0000	2024-02-13 00:00:00
12620	7800038045317	27790.0000	2024-02-13 00:00:00
12641	7800023226462	6320.0000	2024-02-13 00:00:00
12670	7800070004549	13090.0000	2024-02-13 00:00:00
12671	7800055000771	16190.0000	2024-02-13 00:00:00
12723	7800026015469	18190.0000	2024-02-13 00:00:00
12728	7800018128085	14690.0000	2024-02-13 00:00:00
12759	7800007560223	58090.0000	2024-02-13 00:00:00
12760	7800068011474	4390.0000	2024-02-13 00:00:00
12777	7800026005989	18990.0000	2024-02-13 00:00:00
12782	4022536932132	11990.0000	2024-02-13 00:00:00
12790	7800063000800	7540.0000	2024-02-13 00:00:00
12791	7800063310848	6990.0000	2024-02-13 00:00:00
12804	7800063370040	690.0000	2024-02-13 00:00:00
12805	7800063370033	690.0000	2024-02-13 00:00:00
12811	7800033001110	13790.0000	2024-02-13 00:00:00
12957	7896548134863	13290.0000	2024-02-13 00:00:00
12974	3499320001212	40590.0000	2024-02-13 00:00:00
12991	4005800137549	10990.0000	2024-02-13 00:00:00
13001	7800007117465	6890.0000	2024-02-13 00:00:00
13007	7800007744708	37090.0000	2024-02-13 00:00:00
13022	7800029002619	58590.0000	2024-02-13 00:00:00
13024	4022536876849	17990.0000	2024-02-13 00:00:00
13025	3596540060156	24490.0000	2024-02-13 00:00:00
13026	7501298222653	19140.0000	2024-02-13 00:00:00
13027	3596540050096	32290.0000	2024-02-13 00:00:00
13033	3596540010137	19690.0000	2024-02-13 00:00:00
13034	7800028000425	10490.0000	2024-02-13 00:00:00
13036	7800028842308	18090.0000	2024-02-13 00:00:00
13037	4022536980751	21590.0000	2024-02-13 00:00:00
13039	3596540010144	26590.0000	2024-02-13 00:00:00
13041	3596540070032	14580.0000	2024-02-13 00:00:00
13042	7800017083439	21570.0000	2024-02-13 00:00:00
13044	7800007107824	2190.0000	2024-02-13 00:00:00
13046	7809599500358	30790.0000	2024-02-13 00:00:00
13055	7800060005723	4490.0000	2024-02-13 00:00:00
13056	7800060005754	4590.0000	2024-02-13 00:00:00
13057	7800060117976	26390.0000	2024-02-13 00:00:00
13061	7800060116658	21890.0000	2024-02-13 00:00:00
13068	7730969300721	23590.0000	2024-02-13 00:00:00
13069	7800041048275	4990.0000	2024-02-13 00:00:00
13071	7800007702463	4390.0000	2024-02-13 00:00:00
13071	7800063111759	4390.0000	2024-02-13 00:00:00
13072	7800007702548	5690.0000	2024-02-13 00:00:00
13343	7800060412897	8490.0000	2024-02-13 00:00:00
13347	7800060410411	16990.0000	2024-02-13 00:00:00
13359	7804907236103	26540.0000	2024-02-13 00:00:00
13376	7800028000982	8810.0000	2024-02-13 00:00:00
13399	7896206407490	51990.0000	2024-02-13 00:00:00
13403	8427426000063	9990.0000	2024-02-13 00:00:00
13404	7800060413863	28990.0000	2024-02-13 00:00:00
13405	7800060005556	23190.0000	2024-02-13 00:00:00
13415	7800063330525	6990.0000	2024-02-13 00:00:00
13429	7800028000777	10990.0000	2024-02-13 00:00:00
13458	7804900891361	28190.0000	2024-02-13 00:00:00
13462	7800068014185	9690.0000	2024-02-13 00:00:00
13473	7800001900407	87290.0000	2024-02-13 00:00:00
13500	7800028001286	12990.0000	2024-02-13 00:00:00
13506	7800017047400	48590.0000	2024-02-13 00:00:00
13509	7800068031854	5290.0000	2024-02-13 00:00:00
13521	7800060038912	23890.0000	2024-02-13 00:00:00
13525	7800068013515	12790.0000	2024-02-13 00:00:00
13526	4048846003836	34390.0000	2024-02-13 00:00:00
13531	7805256000001	21490.0000	2024-02-13 00:00:00
13543	7800008010611	20090.0000	2024-02-13 00:00:00
13550	7800001003894	60290.0000	2024-02-13 00:00:00
13575	7800029002442	33090.0000	2024-02-13 00:00:00
13579	7803504000247	3990.0000	2024-02-13 00:00:00
13595	3499320000703	29890.0000	2024-02-13 00:00:00
13617	7800063310862	2440.0000	2024-02-13 00:00:00
13618	7800060116573	20490.0000	2024-02-13 00:00:00
13628	7800060112315	12090.0000	2024-02-13 00:00:00
13629	7800060112582	28990.0000	2024-02-13 00:00:00
13630	7800060010314	30190.0000	2024-02-13 00:00:00
13631	7800060118782	13990.0000	2024-02-13 00:00:00
13632	7800060119321	28690.0000	2024-02-13 00:00:00
13633	7800060116498	9090.0000	2024-02-13 00:00:00
13634	7800060119833	13490.0000	2024-02-13 00:00:00
13635	7800060015210	41990.0000	2024-02-13 00:00:00
13636	7800060014916	24190.0000	2024-02-13 00:00:00
13653	7897337714839	54740.0000	2024-02-13 00:00:00
13654	7803510000668	7590.0000	2024-02-13 00:00:00
13706	7613033200762	19690.0000	2024-02-13 00:00:00
13714	7800007667021	19990.0000	2024-02-13 00:00:00
13805	7800070000541	20690.0000	2024-02-13 00:00:00
13808	4005800137518	3790.0000	2024-02-13 00:00:00
13821	7800063000015	4340.0000	2024-02-13 00:00:00
13826	7730969300738	27990.0000	2024-02-13 00:00:00
13827	7800060119918	13290.0000	2024-02-13 00:00:00
13861	7800007667618	18390.0000	2024-02-13 00:00:00
13867	7795312020213	13490.0000	2024-02-13 00:00:00
13870	7800068010187	10990.0000	2024-02-13 00:00:00
13873	7800038044723	17590.0000	2024-02-13 00:00:00
13888	7800026005996	22990.0000	2024-02-13 00:00:00
13929	7501059232877	13990.0000	2024-02-13 00:00:00
13966	7793640216100	6490.0000	2024-02-13 00:00:00
13989	7800007155986	2390.0000	2024-02-13 00:00:00
13992	7800007672964	9200.0000	2024-02-13 00:00:00
13994	7800007693617	18890.0000	2024-02-13 00:00:00
14007	7800026029398	6890.0000	2024-02-13 00:00:00
14008	7800026772447	6290.0000	2024-02-13 00:00:00
14018	7800044000072	5290.0000	2024-02-13 00:00:00
14042	7800060414167	37290.0000	2024-02-13 00:00:00
14060	7800018160894	4390.0000	2024-02-13 00:00:00
14069	8436026210673	16290.0000	2024-02-13 00:00:00
14090	7800001000404	80190.0000	2024-02-13 00:00:00
14156	7730698005515	17640.0000	2024-02-13 00:00:00
14165	7800007667298	16890.0000	2024-02-13 00:00:00
14170	7896548134825	36650.0000	2024-02-13 00:00:00
14171	7800060414327	14590.0000	2024-02-13 00:00:00
14184	7800007662576	3240.0000	2024-02-13 00:00:00
14230	7800018160009	6790.0000	2024-02-13 00:00:00
14280	7805256000049	21490.0000	2024-02-13 00:00:00
14299	7800050001056	20590.0000	2024-02-13 00:00:00
14304	7800060405844	25290.0000	2024-02-13 00:00:00
14319	7896261011038	55390.0000	2024-02-13 00:00:00
14377	7707236672195	20190.0000	2024-02-13 00:00:00
14408	7800068030147	2690.0000	2024-02-13 00:00:00
14412	7800007121653	1890.0000	2024-02-13 00:00:00
14426	3596540130019	25540.0000	2024-02-13 00:00:00
14437	7800060120846	29490.0000	2024-02-13 00:00:00
14452	7800004369836	750.0000	2024-02-13 00:00:00
14462	4048846008671	26590.0000	2024-02-13 00:00:00
14525	7800018124148	30490.0000	2024-02-13 00:00:00
14548	8427426001480	6590.0000	2024-02-13 00:00:00
14556	7730698014777	32490.0000	2024-02-13 00:00:00
14625	8427426026766	4790.0000	2024-02-13 00:00:00
14628	7805159140149	14190.0000	2024-02-13 00:00:00
14769	7804918402399	4690.0000	2024-02-13 00:00:00
14774	7800018127088	23890.0000	2024-02-13 00:00:00
14781	7800018125121	4290.0000	2024-02-13 00:00:00
14783	7800029806200	64270.0000	2024-02-13 00:00:00
14788	7804907031814	13690.0000	2024-02-13 00:00:00
14791	7809591400816	31990.0000	2024-02-13 00:00:00
14792	7800058249467	61850.0000	2024-02-13 00:00:00
14796	7804900198019	3290.0000	2024-02-13 00:00:00
14799	7800009000628	69650.0000	2024-02-13 00:00:00
14801	7800009000611	45670.0000	2024-02-13 00:00:00
14805	7804918402702	9690.0000	2024-02-13 00:00:00
14806	7803504005501	6990.0000	2024-02-13 00:00:00
14807	7803504000537	10090.0000	2024-02-13 00:00:00
14811	7730969301001	7390.0000	2024-02-13 00:00:00
14812	7800068010040	7290.0000	2024-02-13 00:00:00
14817	7800060127777	12840.0000	2024-02-13 00:00:00
14825	7800026065105	13090.0000	2024-02-13 00:00:00
14826	7800060035911	31560.0000	2024-02-13 00:00:00
14827	7800060035492	27390.0000	2024-02-13 00:00:00
14828	7800028000999	32490.0000	2024-02-13 00:00:00
14829	7798092890137	47990.0000	2024-02-13 00:00:00
14830	7800007711458	3790.0000	2024-02-13 00:00:00
14831	7800018184661	26620.0000	2024-02-13 00:00:00
14834	7800007714046	15790.0000	2024-02-13 00:00:00
14837	7800060120761	27090.0000	2024-02-13 00:00:00
14838	7800020159947	11690.0000	2024-02-13 00:00:00
14839	7800060414242	6090.0000	2024-02-13 00:00:00
14841	7800028001293	22290.0000	2024-02-13 00:00:00
14843	7795320051100	28890.0000	2024-02-13 00:00:00
14844	7800060037274	24490.0000	2024-02-13 00:00:00
14846	7730698007977	9490.0000	2024-02-13 00:00:00
14847	7800007710802	15390.0000	2024-02-13 00:00:00
14849	7800019000199	12990.0000	2024-02-13 00:00:00
14850	7800026089743	24740.0000	2024-02-13 00:00:00
14853	7809591400205	22690.0000	2024-02-13 00:00:00
14863	7795304866638	45250.0000	2024-02-13 00:00:00
14865	7800001001845	27290.0000	2024-02-13 00:00:00
14866	7800001001869	43090.0000	2024-02-13 00:00:00
14868	7800033001080	32890.0000	2024-02-13 00:00:00
14872	7800028001217	13090.0000	2024-02-13 00:00:00
14874	7800060116818	9490.0000	2024-02-13 00:00:00
14875	7321831621930	50490.0000	2024-02-13 00:00:00
14876	5000456005548	84590.0000	2024-02-13 00:00:00
14877	7804636590125	75590.0000	2024-02-13 00:00:00
14897	7702035456625	7790.0000	2024-02-13 00:00:00
14908	7804918402931	10790.0000	2024-02-13 00:00:00
14926	7800060115927	19990.0000	2024-02-13 00:00:00
14929	7800060037199	25390.0000	2024-02-13 00:00:00
14930	7800060412460	47260.0000	2024-02-13 00:00:00
14931	7800060412033	36990.0000	2024-02-13 00:00:00
14932	7800060118270	34890.0000	2024-02-13 00:00:00
14935	7800060116733	20890.0000	2024-02-13 00:00:00
14944	7800028000791	3590.0000	2024-02-13 00:00:00
14945	7800026012710	18390.0000	2024-02-13 00:00:00
14946	7800028000944	8790.0000	2024-02-13 00:00:00
14951	7800026015162	16690.0000	2024-02-13 00:00:00
14952	7800026025062	26490.0000	2024-02-13 00:00:00
14954	7800026159873	31290.0000	2024-02-13 00:00:00
14957	7805750000064	10790.0000	2024-02-13 00:00:00
14979	7800063310947	7090.0000	2024-02-13 00:00:00
14985	7805112000213	13190.0000	2024-02-13 00:00:00
14988	4048846008329	20990.0000	2024-02-13 00:00:00
15015	7800028001170	39990.0000	2024-02-13 00:00:00
15019	7800018158419	23490.0000	2024-02-13 00:00:00
15037	7800041043805	3090.0000	2017-11-23 16:45:20
15051	7800060039803	34790.0000	2024-02-13 00:00:00
15083	7800007787866	10690.0000	2024-02-13 00:00:00
15084	7800026010945	18660.0000	2024-02-13 00:00:00
15087	7800004369829	750.0000	2024-02-13 00:00:00
15137	7501287629104	51690.0000	2024-02-13 00:00:00
15167	7460536555345	11790.0000	2024-02-13 00:00:00
15175	7800001001883	78990.0000	2024-02-13 00:00:00
15181	7800020160646	14790.0000	2024-02-13 00:00:00
15184	7800055000887	41390.0000	2024-02-13 00:00:00
15185	7795304866539	45240.0000	2024-02-13 00:00:00
15187	7800032003665	87990.0000	2024-02-13 00:00:00
15199	7800070005805	20660.0000	2024-02-13 00:00:00
15246	7800063330556	3990.0000	2024-02-13 00:00:00
15274	7800018160429	17690.0000	2024-02-13 00:00:00
15332	7804918402948	12590.0000	2024-02-13 00:00:00
15361	7896548197332	43040.0000	2024-02-13 00:00:00
15373	7800008011588	12340.0000	2024-02-13 00:00:00
15374	7800044000058	4490.0000	2024-02-13 00:00:00
15384	4005800178375	19990.0000	2024-02-13 00:00:00
15385	3337871320300	18890.0000	2024-02-13 00:00:00
15388	7800059003259	12790.0000	2024-02-13 00:00:00
