i_idProducto	s_codigoBarra	dc_pvpSugerido	dt_fechaPVPS
1686	7800007103406	23990.0000	2024-02-13 00:00:00
1704	7800007712691	14490.0000	2024-02-13 00:00:00
1707	7800007373380	11290.0000	2024-02-13 00:00:00
1708	7800007373465	18990.0000	2024-02-13 00:00:00
1730	7800007409911	2990.0000	2024-02-13 00:00:00
1733	7800007409836	11090.0000	2024-02-13 00:00:00
1738	7800007477910	24490.0000	2024-02-13 00:00:00
1739	7800007109361	8190.0000	2024-02-13 00:00:00
1744	7800007109521	10090.0000	2024-02-13 00:00:00
1745	7800007661333	490.0000	2024-02-13 00:00:00
1760	7800007172808	2890.0000	2024-02-13 00:00:00
1764	7800007111265	24490.0000	2024-02-13 00:00:00
1789	7800007100573	7890.0000	2024-02-13 00:00:00
1790	7800007158062	7990.0000	2024-02-13 00:00:00
1793	7800007431172	44050.0000	2024-02-13 00:00:00
1809	7800007668349	2190.0000	2024-02-13 00:00:00
1810	7800007156600	12390.0000	2024-02-13 00:00:00
1815	7800007485694	5390.0000	2024-02-13 00:00:00
1819	7800007494412	29390.0000	2024-02-13 00:00:00
1820	7800007770974	11490.0000	2024-02-13 00:00:00
1821	7800007326386	26790.0000	2024-02-13 00:00:00
1822	7800007174185	21390.0000	2024-02-13 00:00:00
1829	7800007152107	15770.0000	2024-02-13 00:00:00
1841	7800007106186	31490.0000	2024-02-13 00:00:00
1848	7800007392176	25090.0000	2024-02-13 00:00:00
1850	7800007100146	29990.0000	2024-02-13 00:00:00
1852	7800007173294	18390.0000	2024-02-13 00:00:00
1856	7800007106421	5890.0000	2024-02-13 00:00:00
1995	7612797001844	80570.0000	2024-02-13 00:00:00
2006	7800032001203	43040.0000	2024-02-13 00:00:00
2008	7800032001227	47990.0000	2024-02-13 00:00:00
2088	7800007739629	24790.0000	2024-02-13 00:00:00
2143	7800021100207	19850.0000	2024-02-13 00:00:00
2150	7800059002900	27090.0000	2024-02-13 00:00:00
2155	7805330205438	27290.0000	2024-02-13 00:00:00
2185	7809591400083	20480.0000	2024-02-13 00:00:00
2186	7809591402261	35090.0000	2024-02-13 00:00:00
2746	7800014020307	118970.0000	2024-02-13 00:00:00
2747	7800014020604	122890.0000	2024-02-13 00:00:00
2749	7800014020000	123860.0000	2024-02-13 00:00:00
2772	7800030005449	15490.0000	2024-02-13 00:00:00
2851	7800001004419	81390.0000	2024-02-13 00:00:00
2858	7800022012509	51690.0000	2024-02-13 00:00:00
2865	7800022012431	11940.0000	2024-02-13 00:00:00
2866	7800022012448	31890.0000	2024-02-13 00:00:00
2886	7800023226165	37490.0000	2024-02-13 00:00:00
2888	7800023226608	10590.0000	2024-02-13 00:00:00
2902	7800023101004	3290.0000	2024-02-13 00:00:00
2910	7800023226424	20990.0000	2024-02-13 00:00:00
2911	7800023226431	22290.0000	2024-02-13 00:00:00
2912	7800023226455	6090.0000	2024-02-13 00:00:00
2913	7800023226479	9290.0000	2024-02-13 00:00:00
2919	3499320000765	17840.0000	2024-02-13 00:00:00
2929	3499320001700	40840.0000	2024-02-13 00:00:00
3019	7800029002480	21390.0000	2024-02-13 00:00:00
3021	7800029000066	27090.0000	2024-02-13 00:00:00
3039	7800029000370	32190.0000	2024-02-13 00:00:00
3040	7800029000868	38690.0000	2024-02-13 00:00:00
3044	7800029000271	39790.0000	2024-02-13 00:00:00
3047	7800029002596	53060.0000	2024-02-13 00:00:00
3051	7800029000790	33690.0000	2024-02-13 00:00:00
3058	7800029001377	45290.0000	2024-02-13 00:00:00
3059	7795304806054	45250.0000	2024-02-13 00:00:00
3060	7795304866065	45250.0000	2024-02-13 00:00:00
3061	7800029002077	9790.0000	2024-02-13 00:00:00
3065	6091403206247	11190.0000	2024-02-13 00:00:00
3073	7800029002435	31490.0000	2024-02-13 00:00:00
3094	7800029000974	25090.0000	2024-02-13 00:00:00
3103	7800055907810	27090.0000	2024-02-13 00:00:00
3109	7800009001472	26990.0000	2024-02-13 00:00:00
3112	7800055000207	23690.0000	2024-02-13 00:00:00
3116	7800055820577	17990.0000	2024-02-13 00:00:00
3121	7896116861078	8090.0000	2024-02-13 00:00:00
3152	7800055880885	35690.0000	2024-02-13 00:00:00
3153	7800055890228	32390.0000	2024-02-13 00:00:00
3184	6091403215423	23290.0000	2024-02-13 00:00:00
3191	7800042131112	36690.0000	2024-02-13 00:00:00
3193	7800042111046	17690.0000	2024-02-13 00:00:00
3194	7800042111039	17990.0000	2024-02-13 00:00:00
3198	6091403215454	24790.0000	2024-02-13 00:00:00
3199	6091403215478	36590.0000	2024-02-13 00:00:00
3643	7809591400472	29490.0000	2024-02-13 00:00:00
3645	7809591400458	23190.0000	2024-02-13 00:00:00
3646	7809591400465	67990.0000	2024-02-13 00:00:00
3647	7809591401424	93190.0000	2024-02-13 00:00:00
3657	7809591400496	32940.0000	2024-02-13 00:00:00
3666	7809591401417	9790.0000	2024-02-13 00:00:00
3667	7809591400557	7490.0000	2024-02-13 00:00:00
3673	7804907014503	29490.0000	2024-02-13 00:00:00
3674	7809591400571	14690.0000	2024-02-13 00:00:00
3675	7809591401783	6190.0000	2024-02-13 00:00:00
3680	7809591400595	6390.0000	2024-02-13 00:00:00
3681	7804907016408	7190.0000	2024-02-13 00:00:00
3688	7809591400663	37090.0000	2024-02-13 00:00:00
3692	7804907077577	22290.0000	2024-02-13 00:00:00
3732	7809591400359	21090.0000	2024-02-13 00:00:00
3734	7809591400373	16590.0000	2024-02-13 00:00:00
3743	7809591401196	27860.0000	2024-02-13 00:00:00
3849	7803504000230	10990.0000	2024-02-13 00:00:00
3850	7803504002395	6390.0000	2024-02-13 00:00:00
3852	7803504005051	16070.0000	2024-02-13 00:00:00
3865	7803504404106	5240.0000	2024-02-13 00:00:00
3866	7803504404113	6790.0000	2024-02-13 00:00:00
3894	7803504004887	7090.0000	2024-02-13 00:00:00
3906	7800018110493	12790.0000	2024-02-13 00:00:00
3909	7800034510840	4590.0000	2024-02-13 00:00:00
3968	7800026017982	2490.0000	2024-02-13 00:00:00
3986	7803501003753	7890.0000	2024-02-13 00:00:00
3992	7800075049811	13090.0000	2024-02-13 00:00:00
4011	7800035532735	10490.0000	2024-02-13 00:00:00
